RST Flag Count,Bwd Packet Length Std,Packet Length Std,Flow Duration,Flow IAT Max,Bwd Packet Length Mean,Packet Length Variance,Fwd Packets/s,Packet Length Max,Fwd Segment Size Avg,Subflow Fwd Bytes,Bwd Segment Size Avg,Average Packet Size,Flow Packets/s,Packet Length Mean,Label
0,56.73799432479086,66.55537680622191,204362,201428,27.8,4429.618181818181,29.35966569127333,194,32.333333333333336,17,27.8,30.27272727272728,53.82605376733444,30.27272727272727,Botnet
0,64.0,73.1581240267348,78201,75308,32.0,5352.111111111111,63.93780130688865,195,39.0,21,32.0,35.888888888888886,115.08804235239958,35.888888888888886,Botnet
0,64.0,73.1581240267348,72302,69335,32.0,5352.111111111111,69.1543802384443,195,39.0,21,32.0,35.888888888888886,124.47788442919972,35.888888888888886,Botnet
0,64.0,73.1581240267348,64185,61157,32.0,5352.111111111111,77.89982083041208,195,39.0,21,32.0,35.888888888888886,140.21967749474177,35.888888888888886,Botnet
0,64.0,73.97597207502207,73400,71182,32.0,5472.444444444445,68.11989100817438,198,39.6,22,32.0,36.22222222222222,122.61580381471389,36.22222222222223,Botnet
0,64.0,73.97597207502207,88142,85369,32.0,5472.444444444445,56.72664563999002,198,39.6,22,32.0,36.22222222222222,102.10796215198204,36.22222222222223,Botnet
0,64.0,72.88651757660291,72318,69341,32.0,5312.444444444444,69.13908017367737,194,38.8,21,32.0,35.77777777777778,124.45034431261928,35.77777777777778,Botnet
0,64.0,73.1581240267348,74610,71919,32.0,5352.111111111111,67.01514542286557,195,39.0,21,32.0,35.888888888888886,120.62726176115802,35.888888888888886,Botnet
0,64.0,73.1581240267348,69921,67026,32.0,5352.111111111111,71.50927475293545,195,39.0,21,32.0,35.888888888888886,128.71669455528382,35.888888888888886,Botnet
0,64.0,73.97597207502207,109260,106835,32.0,5472.444444444445,45.76240161083654,198,39.6,22,32.0,36.22222222222222,82.37232289950578,36.22222222222223,Botnet
0,64.0,73.1581240267348,76565,74119,32.0,5352.111111111111,65.30399007379351,195,39.0,21,32.0,35.888888888888886,117.54718213282833,35.888888888888886,Botnet
0,64.0,73.1581240267348,70862,67878,32.0,5352.111111111111,70.55967937681692,195,39.0,21,32.0,35.888888888888886,127.00742287827045,35.888888888888886,Botnet
0,30.169889330626027,2097.568911970107,245669,238448,7.111111111111111,4399795.340463458,65.12828236366819,7300,2621.875,1233,7.111111111111111,1237.5882352941176,138.3976000227949,1237.5882352941178,Botnet
0,64.0,73.43023900274328,75043,72478,32.0,5392.0,66.62846634596166,196,39.2,21,32.0,36.0,119.93123942273095,36.0,Botnet
0,56.73799432479086,66.80160585984851,382214,379558,27.8,4462.454545454546,15.698012108400006,195,32.5,17,27.8,30.363636363636363,28.77968886540001,30.363636363636367,Botnet
0,56.922754676842544,66.90033292484087,210929,208149,26.2,4475.654545454547,28.44559069639547,195,32.5,17,26.2,29.63636363636364,52.15024961005836,29.636363636363644,Botnet
0,64.0,72.88651757660291,97823,94774,32.0,5312.444444444444,51.11272400151294,194,38.8,21,32.0,35.77777777777778,92.00290320272327,35.77777777777778,Botnet
1,0.0,0.0,67,67,0.0,0.0,14925.373134328358,0,0.0,0,0.0,0.0,29850.74626865672,0.0,Portscan
1,0.0,0.0,42,42,0.0,0.0,23809.52380952381,0,0.0,0,0.0,0.0,47619.04761904762,0.0,Portscan
1,0.0,0.0,91,91,0.0,0.0,10989.010989010989,0,0.0,0,0.0,0.0,21978.021978021978,0.0,Portscan
1,0.0,0.0,19,19,0.0,0.0,52631.57894736842,0,0.0,0,0.0,0.0,105263.15789473684,0.0,Portscan
1,0.0,0.0,42,42,0.0,0.0,23809.52380952381,0,0.0,0,0.0,0.0,47619.04761904762,0.0,Portscan
1,0.0,0.0,48,48,0.0,0.0,20833.33333333333,0,0.0,0,0.0,0.0,41666.66666666666,0.0,Portscan
1,0.0,0.0,104,104,0.0,0.0,9615.384615384615,0,0.0,0,0.0,0.0,19230.76923076923,0.0,Portscan
1,0.0,0.0,44,44,0.0,0.0,22727.272727272728,0,0.0,0,0.0,0.0,45454.545454545456,0.0,Portscan
1,0.0,0.0,74,74,0.0,0.0,13513.513513513511,0,0.0,0,0.0,0.0,27027.027027027027,0.0,Portscan
1,0.0,0.0,45,45,0.0,0.0,22222.222222222223,0,0.0,0,0.0,0.0,44444.444444444445,0.0,Portscan
1,0.0,0.0,43,43,0.0,0.0,23255.81395348837,0,0.0,0,0.0,0.0,46511.62790697674,0.0,Portscan
1,0.0,0.0,77,77,0.0,0.0,12987.012987012988,0,0.0,0,0.0,0.0,25974.02597402597,0.0,Portscan
1,0.0,0.0,55,55,0.0,0.0,18181.81818181818,0,0.0,0,0.0,0.0,36363.63636363636,0.0,Portscan
1,0.0,0.0,34,34,0.0,0.0,29411.76470588236,0,0.0,0,0.0,0.0,58823.52941176471,0.0,Portscan
1,0.0,0.0,51,51,0.0,0.0,19607.843137254906,0,0.0,0,0.0,0.0,39215.68627450981,0.0,Portscan
1,0.0,0.0,27,27,0.0,0.0,37037.03703703704,0,0.0,0,0.0,0.0,74074.07407407407,0.0,Portscan
1,0.0,0.0,52,52,0.0,0.0,19230.76923076923,0,0.0,0,0.0,0.0,38461.53846153846,0.0,Portscan
1,0.0,0.0,45,45,0.0,0.0,22222.222222222223,0,0.0,0,0.0,0.0,44444.444444444445,0.0,Portscan
1,0.0,0.0,67,67,0.0,0.0,14925.373134328358,0,0.0,0,0.0,0.0,29850.74626865672,0.0,Portscan
1,0.0,0.0,18,18,0.0,0.0,55555.55555555556,0,0.0,0,0.0,0.0,111111.11111111112,0.0,Portscan
1,1759.1070177791912,1473.9722159547623,8633803,8201730,1932.5,2172594.0934065934,0.9265905186856824,4380,2.5,1,1932.5,829.6428571428571,1.621533407699944,829.6428571428572,DDoS
1,4129.722296958961,2692.7837066703096,10054714,8826795,2898.75,7251084.090909091,0.6961908613213662,8760,2.857142857142857,1,2898.75,1055.909090909091,1.0940142106478612,1055.909090909091,DDoS
1,2214.634657605328,1717.7832475939113,704033,576168,2161.6666666666665,2950779.285714285,12.783491682918273,5840,2.2222222222222223,1,2161.6666666666665,866.0,21.30581947153045,866.0,DDoS
1,4129.722296958961,2585.499299707481,4011876,3796919,2898.75,6684806.628787878,1.9940795777337088,8760,2.5,1,2898.75,967.9166666666666,2.991119366600563,967.9166666666669,DDoS
1,4274.8178323760185,2698.8314524607144,8800465,8250458,2594.0,7283691.208791209,1.0226732337438986,10135,2.2222222222222223,1,2594.0,927.8571428571428,1.5908250302682867,927.857142857143,DDoS
1,4060.603095600456,2706.316304418321,4922972,4045142,1932.5,7324147.9395604385,1.6250346335506276,10135,2.5,1,1932.5,829.6428571428571,2.8438106087135986,829.6428571428572,DDoS
1,4129.722296958961,2585.499299707481,9132834,9040796,2898.75,6684806.628787878,0.875960298851375,8760,2.5,1,2898.75,967.9166666666666,1.3139404482770627,967.9166666666669,DDoS
1,3125.165195633665,2108.6072474051502,8996919,8833792,1932.5,4446224.523809524,1.000342450565577,7215,2.2222222222222223,1,1932.5,774.3333333333334,1.667237417609295,774.3333333333334,DDoS
1,3531.7838976924963,2404.1458296720834,10087215,9894809,1932.5,5779917.1703296695,0.7930831255207705,8760,2.5,1,1932.5,829.6428571428571,1.3878954696613486,829.6428571428572,DDoS
1,3669.844002134151,2421.822131350161,11612713,9956759,2319.0,5865222.435897435,0.6889001734564525,8760,2.5,1,2319.0,893.4615384615385,1.119462781866735,893.4615384615386,DDoS
1,3347.3680581416,2255.9753568259694,5213880,4840043,2898.75,5089424.810606061,1.5343659616255074,5840,2.5,1,2898.75,967.9166666666666,2.301548942438261,967.9166666666669,DDoS
1,3125.165195633665,2108.6072474051502,3263105,3063977,1932.5,4446224.523809524,2.758109224189844,7215,2.2222222222222223,1,1932.5,774.3333333333334,4.596848706983073,774.3333333333334,DDoS
1,3348.440681869697,2261.265671233134,6171233,5797841,2319.0,5113322.435897436,1.296337376987711,7300,2.5,1,2319.0,893.4615384615385,2.106548237605029,893.4615384615386,DDoS
1,3503.5606887850536,2241.28922627878,4724751,3814470,1932.5,5023377.395833332,2.1165136533121003,8675,2.0,1,1932.5,725.9375,3.3864218452993606,725.9375,DDoS
1,5797.5,3495.426167280478,5764812,5088861,2898.75,12218004.09090909,1.2142633619275007,11595,2.857142857142857,1,2898.75,1055.909090909091,1.9081281401717871,1055.909090909091,DDoS
1,1759.1070177791912,1513.8931388633202,11318341,10037377,1932.5,2291872.435897436,0.6184651973288311,4380,2.857142857142857,1,1932.5,893.4615384615385,1.1485782236106865,893.4615384615386,DDoS
1,2438.258599902808,1832.3952728321024,4014927,3638839,2319.0,3357672.435897436,1.99256424836616,5840,2.5,1,2319.0,893.4615384615385,3.2379169035950093,893.4615384615386,DDoS
1,1759.1070177791912,1473.9722159547623,2046097,1697739,1932.5,2172594.0934065934,3.9098830602850208,4380,2.5,1,1932.5,829.6428571428571,6.842295355498786,829.6428571428572,DDoS
1,4873.014766719538,3042.792153747786,8043809,7338848,2898.75,9258584.09090909,0.870234487168952,10135,2.857142857142857,1,2898.75,1055.909090909091,1.3675113369797818,1055.909090909091,DDoS
1,3640.785286171103,2395.717103407754,4890876,4833910,2594.0,5739460.439560439,1.8401611490456928,8760,2.2222222222222223,1,2594.0,927.8571428571428,2.862472898515522,927.8571428571428,DDoS
0,367.0862605854688,360.6594756936812,35179704,3549438,687.4190476190478,130075.25740764097,5.79879807971096,1068,215.22549019607845,142,687.4190476190477,375.6796116504854,8.783473561915132,375.67961165048536,Web Attack - Brute Force
0,367.115025491183,360.6777808603613,33978509,2275149,687.4476190476189,130088.46160635485,6.003794928141196,1068,215.22549019607845,142,687.447619047619,375.68932038834953,9.093983494096223,375.6893203883495,Web Attack - Brute Force
0,367.197025692823,360.7284159310182,33916525,2297418,687.5238095238097,130124.99006010169,6.014767137847996,1068,215.22549019607845,142,687.5238095238095,375.71521035598704,9.110603164681525,375.7152103559868,Web Attack - Brute Force
0,375.5254920353618,360.8078420287063,34282481,2530957,674.663551401869,130182.29886941188,5.950561162711649,1068,215.4460784313725,141,674.6635514018692,373.4405144694534,9.071688831388837,373.44051446945343,Web Attack - Brute Force
0,367.3642324778356,360.84028977793,33006562,1274307,687.7047619047624,130205.7147270205,6.180589181024064,1069,215.4460784313725,142,687.7047619047619,375.92233009708735,9.361774788904096,375.9223300970875,Web Attack - Brute Force
0,367.179271971564,360.7167008436922,33922518,2273159,687.5047619047621,130116.53826755774,6.013704525118095,1068,215.22549019607845,142,687.504761904762,375.7087378640777,9.10899361892888,375.7087378640778,Web Attack - Brute Force
0,367.0995164053678,360.66683784226126,34014536,2278018,687.4285714285716,130080.567919136,5.997435919749133,1068,215.22549019607845,142,687.4285714285714,375.68284789644014,9.084351466678834,375.6828478964404,Web Attack - Brute Force
0,367.3015419388036,360.80190758567664,34141628,2534513,687.6476190476193,130178.01651746315,5.975110501467593,1068,215.4460784313725,142,687.6476190476191,375.9029126213592,9.050535024281796,375.90291262135946,Web Attack - Brute Force
0,367.2245398082251,360.7529973364192,34266569,2541762,687.5714285714287,130142.7250872105,5.953324361128773,1067,215.4460784313725,142,687.5714285714286,375.87702265372167,9.017535429356816,375.8770226537218,Web Attack - Brute Force
0,367.4100826929888,360.87007875319216,33332994,1274812,687.7523809523811,130227.2137393351,6.120062302234237,1068,215.4460784313725,142,687.7523809523809,375.93851132686086,9.270094369560685,375.93851132686086,Web Attack - Brute Force
0,367.0000174666384,360.60458005581546,34083402,2310615,687.3333333333334,130035.663157231,5.985318014909427,1068,215.22549019607845,142,687.3333333333334,375.6504854368932,9.06599640493634,375.6504854368932,Web Attack - Brute Force
0,367.1980975674341,360.73549308822624,34523380,2609086,687.5428571428574,130130.0959736057,5.909039033837359,1068,215.4460784313725,142,687.5428571428571,375.8673139158576,8.950456183606587,375.8673139158577,Web Attack - Brute Force
0,367.21880722663474,360.7482217183533,33028450,1293952,687.5619047619047,130139.27947295416,6.176493295931235,1069,215.4460784313725,142,687.5619047619048,375.873786407767,9.355570727660549,375.8737864077671,Web Attack - Brute Force
0,367.19969589675134,360.73214018688833,34235826,2294184,687.5333333333333,130127.67696381285,5.95867031220453,1068,215.22549019607845,142,687.5333333333333,375.71844660194176,9.02563297289804,375.7184466019417,Web Attack - Brute Force
0,367.14603820545767,360.6968589515244,34092796,2281459,687.476190476191,130102.22405749586,5.983668807920594,1068,215.22549019607845,142,687.4761904761905,375.6990291262136,9.063498341409137,375.6990291262134,Web Attack - Brute Force
0,367.12710093611753,360.68473747445137,35267044,3541829,687.4571428571431,130093.4798470139,5.784437164623154,1068,215.22549019607845,142,687.4571428571429,375.6925566343042,8.76172099935566,375.6925566343042,Web Attack - Brute Force
0,367.2147748150813,360.7468357074727,33139382,1272335,687.5619047619049,130138.27947295424,6.155817872523996,1068,215.4460784313725,142,687.5619047619048,375.873786407767,9.324253542205463,375.8737864077669,Web Attack - Brute Force
0,367.1768881834983,360.7225928793141,34187660,2536135,687.5238095238096,130120.7890135754,5.967065309529812,1068,215.4460784313725,142,687.5238095238095,375.8608414239482,9.03834892472898,375.86084142394816,Web Attack - Brute Force
0,367.1853982209351,360.7283230127327,32900769,1274694,687.5333333333333,130124.9230235784,6.200462973980943,1068,215.4460784313725,142,687.5333333333333,375.8640776699029,9.391877740000544,375.8640776699029,Web Attack - Brute Force
0,367.16369027706907,360.7085388538805,34297757,2332800,687.495238095238,130110.65000210144,5.947910821107048,1068,215.22549019607845,142,687.495238095238,375.705501618123,9.00933550844156,375.70550161812304,Web Attack - Brute Force
0,48.82652365021194,317.4994609323104,37333540,28277509,47.16666666666666,100805.90769230768,0.5892824521864254,1448,206.5,113,47.16666666666666,134.8,1.0714226403389553,134.79999999999998,Infiltration
1,0.0,283.81582523228786,86726608,28834176,0.0,80551.42265228457,20.466613890860348,1274,442.39718309859154,221,0.0,221.19859154929577,40.933227781720696,221.19859154929625,Infiltration
0,0.0,209.6190006548549,111406728,54840687,0.0,43940.12543554008,0.1884984899655252,705,217.7142857142857,108,0.0,108.85714285714286,0.3769969799310504,108.85714285714286,Infiltration
0,0.0,288.572099292289,119993844,841617,0.0,83273.8564899587,31.76829638027097,1271,459.6970094438615,229,0.0,229.8485047219308,63.53659276054195,229.84850472193105,Infiltration
0,0.0,361.6887291326745,99891716,98755102,0.0,130818.7367816092,0.1501626020720276,1460,337.1333333333333,168,0.0,168.56666666666666,0.3003252041440553,168.56666666666663,Infiltration
0,0.0,184.7876379897913,69714525,55025206,0.0,34146.47115384616,0.2868842612066854,705,186.25,93,0.0,93.125,0.5737685224133708,93.125,Infiltration
0,0.0,184.84207396502643,67917167,54784387,0.0,34166.592307692306,0.2944763582379694,705,186.3,93,0.0,93.15,0.5889527164759389,93.15,Infiltration
0,0.0,328.1182083040953,104790355,103659261,0.0,107661.55862068964,0.1431429447872373,1036,337.2,168,0.0,168.6,0.2862858895744746,168.60000000000002,Infiltration
0,0.0,381.30162734068966,79492070,55051302,0.0,145390.93101265817,0.5157747181574213,1460,357.219512195122,183,0.0,183.075,1.0063896939657,183.07500000000005,Infiltration
0,0.0,406.03701760290966,117923038,92791189,0.0,164866.05966386557,0.3816048226301632,1460,349.7333333333333,185,0.0,185.1529411764706,0.7208091094125305,185.15294117647065,Infiltration
0,0.0,287.30771653734,99912925,54986518,0.0,82545.72398190048,0.2602265923052498,1164,256.0769230769231,128,0.0,128.03846153846155,0.5204531846104996,128.03846153846152,Infiltration
1,0.0,67.17514421272202,540,540,0.0,4512.5,1851.851851851852,95,95.0,47,0.0,47.5,3703.703703703704,47.5,Infiltration
0,0.0,253.81314310704303,101039258,54999370,0.0,64421.111613876325,0.25732572184962,1177,222.84615384615384,111,0.0,111.42307692307692,0.5146514436992401,111.4230769230769,Infiltration
0,0.0,184.6250462215452,69483113,55006770,0.0,34086.407692307694,0.2878397230129859,705,186.1,93,0.0,93.05,0.5756794460259718,93.05,Infiltration
0,0.0,310.2695437323207,118573317,466018,0.0,96267.18976786244,31.474197521184298,1271,489.59941050375136,244,0.0,244.76691225720023,62.956828642990565,244.7669122572005,Infiltration
0,4.581904100999797,322.92414770916736,119974830,9785751,0.0821071218363744,104280.00517369216,28.32260733355488,1153,484.2642731018246,242,0.0821071218363743,242.17319011183048,56.64521466710976,242.17319011183068,Infiltration
0,45.73674963724116,395.624617824066,66695827,37019172,8.294117647058824,156518.83822843828,0.4797901373949528,1460,371.0,179,8.294117647058824,184.1515151515152,0.9895671583770902,184.1515151515152,Infiltration
0,0.0,236.6726920473015,116393381,49862595,0.0,56013.96316091681,4.330143137606768,1027,340.1468253968254,169,0.0,169.90485629335976,8.668877829057994,169.90485629336007,Infiltration
1,108.6874724458466,75.797046826986,42666101,42407657,45.16666666666667,5745.1923076923085,0.1640646751387008,267,18.428571428571427,9,45.16666666666666,30.76923076923077,0.3046915395433016,30.76923076923077,Infiltration
0,0.0,414.5517341977239,25009948,19409862,0.0,171853.1403263403,1.3594590440571888,1460,396.8235294117647,204,0.0,204.42424242424244,2.6389499090521897,204.42424242424244,Infiltration
0,0.0,0.0,47,47,0.0,0.0,42553.19148936171,0,0.0,0,0.0,0.0,42553.19148936171,0.0,Infiltration - Portscan
0,0.0,0.0,48,48,0.0,0.0,41666.66666666666,0,0.0,0,0.0,0.0,41666.66666666666,0.0,Infiltration - Portscan
0,0.0,0.0,4,4,0.0,0.0,500000.0,0,0.0,0,0.0,0.0,500000.0,0.0,Infiltration - Portscan
0,0.0,0.0,49,49,0.0,0.0,40816.32653061225,0,0.0,0,0.0,0.0,40816.32653061225,0.0,Infiltration - Portscan
1,0.0,0.0,20,20,0.0,0.0,49999.99999999999,0,0.0,0,0.0,0.0,100000.0,0.0,Infiltration - Portscan
0,0.0,0.0,49,49,0.0,0.0,40816.32653061225,0,0.0,0,0.0,0.0,40816.32653061225,0.0,Infiltration - Portscan
0,0.0,0.0,3,3,0.0,0.0,666666.6666666666,0,0.0,0,0.0,0.0,666666.6666666666,0.0,Infiltration - Portscan
2,0.0,0.0,76,47,0.0,0.0,26315.78947368421,0,0.0,0,0.0,0.0,52631.57894736842,0.0,Infiltration - Portscan
2,0.0,0.0,49,46,0.0,0.0,40816.32653061225,0,0.0,0,0.0,0.0,81632.6530612245,0.0,Infiltration - Portscan
2,0.0,0.0,72,48,0.0,0.0,27777.777777777777,0,0.0,0,0.0,0.0,55555.55555555556,0.0,Infiltration - Portscan
2,0.0,0.0,50,49,0.0,0.0,40000.0,0,0.0,0,0.0,0.0,80000.0,0.0,Infiltration - Portscan
1,0.0,0.0,22,22,0.0,0.0,45454.545454545456,0,0.0,0,0.0,0.0,90909.09090909093,0.0,Infiltration - Portscan
0,0.0,0.0,49,49,0.0,0.0,40816.32653061225,0,0.0,0,0.0,0.0,40816.32653061225,0.0,Infiltration - Portscan
1,0.0,0.0,31,31,0.0,0.0,32258.06451612903,0,0.0,0,0.0,0.0,64516.12903225806,0.0,Infiltration - Portscan
0,0.0,0.0,3,3,0.0,0.0,666666.6666666666,0,0.0,0,0.0,0.0,666666.6666666666,0.0,Infiltration - Portscan
0,0.0,0.0,48,48,0.0,0.0,41666.66666666666,0,0.0,0,0.0,0.0,41666.66666666666,0.0,Infiltration - Portscan
0,0.0,0.0,3,3,0.0,0.0,666666.6666666666,0,0.0,0,0.0,0.0,666666.6666666666,0.0,Infiltration - Portscan
0,0.0,0.0,1,1,0.0,0.0,2000000.0,0,0.0,0,0.0,0.0,2000000.0,0.0,Infiltration - Portscan
0,0.0,0.0,3,3,0.0,0.0,666666.6666666666,0,0.0,0,0.0,0.0,666666.6666666666,0.0,Infiltration - Portscan
2,0.0,0.0,51,48,0.0,0.0,39215.68627450981,0,0.0,0,0.0,0.0,78431.37254901961,0.0,Infiltration - Portscan
0,501.9857945300767,746.3500446149828,68151611,4804702,1596.5739130434788,557038.3890967869,3.007999326677692,1870,237.9658536585366,152,1596.5739130434783,726.215625,4.6954135831066415,726.2156250000004,Web Attack - XSS
0,353.0628833985521,772.6406122181355,67553643,3784070,1749.419047619048,596973.5156488152,3.0346253865243065,1869,238.9512195121951,158,1749.4190476190477,750.5612903225806,4.588945706451391,750.5612903225808,Web Attack - XSS
0,375.0437434804233,769.8247416453238,67936967,3581223,1732.0000000000002,592630.1328492896,3.017502974485158,1870,237.9658536585366,156,1732.0,747.1864951768489,4.577772805194557,747.1864951768487,Web Attack - XSS
0,443.8175699122358,759.2593496335936,69422816,4839753,1668.963636363636,576474.7600060275,2.9673241719264167,1869,236.8106796116505,154,1668.9636363636364,735.3449367088608,4.551817661790038,735.3449367088612,Web Attack - XSS
0,353.0119377657478,772.5658369342733,67518290,3826349,1749.266666666667,596857.9723979541,3.0362143354045257,1869,238.9512195121951,158,1749.2666666666669,750.5096774193548,4.591348507197087,750.5096774193552,Web Attack - XSS
0,394.8718764370501,766.2724114487667,68065237,4821803,1715.7383177570096,587173.408547508,3.144042530844343,1869,227.95794392523365,151,1715.738317757009,723.8847352024923,4.716063796266514,723.8847352024926,Web Attack - XSS
0,394.90049214342014,767.2167501212854,69297711,4897818,1715.813084112149,588621.5416666669,2.9582506700690296,1869,237.9658536585366,156,1715.8130841121497,744.7916666666666,4.502313214934328,744.7916666666656,Web Attack - XSS
0,353.07065050650164,772.6543580950039,68116521,3808060,1749.4476190476184,596994.7570832025,3.0095488875598915,1869,238.9512195121951,158,1749.4476190476191,750.5709677419355,4.551025147041787,750.5709677419359,Web Attack - XSS
0,352.90350947013405,772.275371573139,69374569,4896388,1748.3047619047618,596409.2495384299,2.9693878170255736,1869,236.8106796116505,156,1748.304761904762,747.1221864951768,4.482910733470647,747.1221864951768,Web Attack - XSS
0,351.10802707602,773.0838471356019,53205463,3953188,1751.0375,597658.6347019826,2.969619867794403,1869,236.4683544303797,156,1751.0375,745.5672268907563,4.473224864145999,745.5672268907565,Web Attack - XSS
0,578.0555408025364,806.4836608749838,60170367,1046237,1716.4205607476638,650415.895258316,3.456851110780162,4344,230.3028846153846,152,1716.4205607476636,735.1111111111111,5.235135095652649,735.1111111111109,Web Attack - XSS
0,352.9519465264026,772.4218951390474,66899409,3641887,1748.447619047619,596635.5840901975,3.064302107661369,1869,237.9658536585366,157,1748.4476190476191,749.5806451612904,4.633822699390364,749.5806451612908,Web Attack - XSS
0,353.084134511813,772.6731670247021,67005244,3818133,1749.485714285714,597023.8230399833,3.0594620325537503,1869,238.9512195121951,158,1749.4857142857145,750.583870967742,4.626503561422744,750.5838709677421,Web Attack - XSS
0,353.0556340992603,772.5571484757818,67053821,2587661,1749.4000000000008,596844.5476610311,3.0721590049282947,1870,237.79126213592232,157,1749.4,748.1414790996785,4.638065293848057,748.1414790996785,Web Attack - XSS
0,353.08753882466607,772.2388687756409,67291468,3808906,1749.4952380952377,596352.8704478815,3.120752247521186,1870,233.2619047619048,155,1749.4952380952382,738.6730158730159,4.68112837128178,738.673015873016,Web Attack - XSS
0,353.0965245901689,772.6918077493922,68339079,3861200,1749.5238095238096,597052.6297630237,2.9997477724275448,1870,238.9512195121951,158,1749.5238095238096,750.5967741935484,4.5362039485489705,750.5967741935485,Web Attack - XSS
0,374.73155806651965,769.3345627950749,70204466,3766369,1731.047169811321,591875.6695110891,2.93428626036412,1869,236.38349514563103,156,1731.0471698113208,744.1858974358975,4.44416171472624,744.1858974358978,Web Attack - XSS
0,375.0598639249517,769.8026418745181,66976121,3535287,1731.9433962264145,592596.1074369877,3.0607923680739884,1869,237.9658536585366,156,1731.9433962264152,747.1672025723473,4.643445982785416,747.1672025723473,Web Attack - XSS
0,1010.5,646.0823820879535,5006123,5000145,505.25,417422.4444444444,1.1985322773731288,2021,99.83333333333331,59,505.25,262.0,1.9975537956218816,262.0,Web Attack - SQL Injection
